술이름,기준가_TWD,정가_TWD,환율_TWDKRW,기준가_KRW,반입추정가_KRW_관세20,반입추정가_KRW_FTA0,재고,출처,가져온날짜,URL,비고
格蘭菲迪 26年干邑桶,18870.0,20500.0,47.9489,904796,2312224,1926854,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭菲迪-26年-干邑桶單一麥芽威士忌-glenfiddich-grande-couronne-cognac-cask-finish-single-malt-scotch-whisky,할인중
艾柏迪 28年 Oloroso雪莉桶,19800.0,21000.0,47.9489,949388,2426180,2021817,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/艾柏迪-28年-oloroso雪莉桶-aberfeldy-28y-exceptional-cask-highland-single-malt-scotch-whisky,할인중
麥卡倫 可可協奏曲,4900.0,5500.0,47.9489,234950,600419,500350,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫-可可協奏曲-the-harmony-collection-rich-cacao-1,할인중
班瑞克 25年 1994#1849 PX單桶原酒,9999.0,12500.0,47.9489,479441,1225221,1021018,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/班瑞克-1994-1849-單一桶裝麥芽蘇格蘭威士忌-the-benriach-1994-1849-cask-bottling-speyside-single-malt-scotch-whisky,할인중
格蘭路思 雪莉單桶印象系列套組,22170.0,24500.0,47.9489,1063027,2716587,2263822,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭路思-雪莉單桶印象系列套組-the-glenrothes-speyside-single-malt-scotch-whisky,할인중
卡爾里拉 25年,13500.0,15400.0,47.9489,647310,1654214,1378511,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m10903,할인중
魁列奇 27年法國蘇玳桶,24000.0,25000.0,47.9489,1150774,2940826,2450688,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/魁列奇-27年-單一麥芽蘇格蘭威士忌-craigellachie-27y-speyside-single-malt-scotch-whisky,할인중
百富故事系列 A CLASSIC 經典之作,1690.0,1800.0,47.9489,81034,207084,172570,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/百富故事系列-a-classic-經典之作-the-balvenie-the-creation-of-a-classic-single-malt-scotch-whisky,할인중
麥卡倫 絢儷系列M 2020,189000.0,200000.0,47.9489,9062342,23158996,19299164,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫-絢儷系列ｍ-2020-macallan-master-decantder-series-m-2020,할인중
噶瑪蘭 經典獨奏 MOSCATEL雪莉桶原酒,7600.0,9800.0,47.9489,364412,931262,776052,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/噶瑪蘭-經典獨奏-moscatel-雪莉桶原酒威士忌-kavalan-solist-moscaatel-single-cask-strength,할인중
大摩 三重奏,1699.0,2000.0,47.9489,81465,208185,173488,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/大摩-三重奏威士忌-dalmore-trio,할인중
大摩 四重奏,2700.0,3300.0,47.9489,129462,330843,275702,N,my9買酒網,2026-05-30,https://www.my9.com.tw/products/大摩-四重奏-dalmore-the-quartet,할인중
雅墨 21年,5500.0,6000.0,47.9489,263719,673939,561616,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/雅墨-21年-單一麥芽威士忌-aultmore-21y-speyside-single-malt-scotch-whisky,할인중
噶瑪蘭 經典獨奏 OLOROSO雪莉桶原酒,3280.0,3500.0,47.9489,157272,401912,334926,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m21608,할인중
格蘭傑 1997,20800.0,22000.0,47.9489,997337,2548715,2123929,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭傑-1997單一麥芽蘇格蘭威士忌-glenmorangie-1997-highland-single-malt-scotch-wh,할인중
百富 16年 法國皮諾甜酒桶,3380.0,3800.0,47.9489,162067,414165,345138,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/百富-16年-法國皮諾甜酒桶-the-balvenie-16y-french-oak-finished-in-pineau-casks,할인중
百樂門 10年,999.0,1200.0,47.9489,47901,122412,102010,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/百樂門-10年-benromach-10y-speyside-single-malt-scotch-whisky,할인중
皇家禮炮 21年 (3L/附陳列鐵架),14900.0,16100.0,47.9489,714439,1825763,1521469,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/皇家禮炮-21年3l-royal-salute-21y-3-litre,할인중
OMAR 豐收系列 NO.1,5500.0,6200.0,47.9489,263719,673939,561616,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/omar-豐收no-1-單一麥芽威士忌-omar-harvest-series-no-1-single-malt-whisky,할인중
OMAR 豐收系列 NO.3,1999.0,3000.0,47.9489,95850,244947,204122,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/omar-豐收系列no-3-單一麥芽威士忌-omar-harvest-series-number-3,할인중
金賓 波本威士忌 (1.75L),900.0,980.0,47.9489,43154,110281,91901,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/金賓大波本威士忌-1750ml-jim-beam-white,할인중
道格拉斯蘭恩 風暴 第四批次,1800.0,2000.0,47.9489,86308,220562,183802,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/道格拉斯蘭恩-風暴坎培爾鎮-蘇格蘭調和麥芽威士忌-douglas-laing-gauldrons-campbeltown-blended-malt-whisky,할인중
道格拉斯蘭恩 大玩家 蘇格蘭調和麥芽威士忌,1250.0,1650.0,47.9489,59936,153168,127640,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m18005,할인중
君霸 特陳蘇格蘭威士忌,299.0,400.0,47.9489,14337,36638,30532,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/君霸特陳蘇格蘭威士忌-john-barr-reserve-blended-whisky,할인중
道格拉斯蘭恩 大玩家12年 蘇格蘭調和麥芽威士忌,1680.0,1700.0,47.9489,80554,205857,171548,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/道格拉斯蘭恩-大玩家12年-蘇格蘭調和麥芽威士忌-douglas-laing-the-epicurean-aged-12y-islay-blended-malt-whisky,할인중
道格拉斯蘭恩 泥煤哥12年,1680.0,1700.0,47.9489,80554,205857,171548,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/道格拉斯蘭恩-泥煤哥12年-蘇格蘭調和麥芽威士忌-douglas-laing-big-peat-aged-12y-islay-blended-malt-whisky,할인중
波摩 21年 Aston Martin 大師鉅作系列 第一版,33000.0,36000.0,47.9489,1582314,4043635,3369696,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/波摩-21年-aston-martin-大師鉅作系列-第一版-bowmore-x-aston-martin-21y-masters-selection-edition-1,할인중
格蘭花格 15年,1820.0,1950.0,47.9489,87267,223013,185844,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭花格-15年-glenfarclas-15y-highland-single-malt-scotch-whisky,할인중
裸鑽雪莉 初次雪莉桶 蘇格蘭威士忌,690.0,880.0,47.9489,33085,84549,70458,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/裸鑽-初次雪莉桶調和威士忌-naked-malt-extra-matured-in-first-fill-sherry-cask-blended-scotch-whisky,할인중
格蘭菲迪 12年 (1L),950.0,1150.0,47.9489,45551,116406,97005,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭菲迪12年-1l-glenfiddich-12y-1l,할인중
雅柏 25年,39800.0,45000.0,47.9489,1908366,4876867,4064056,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/雅柏-25年-單一麥芽威士忌-ardbeg-25y-islay-single-malt-whisky,할인중
麥卡倫 酒莊珍藏,13500.0,16500.0,47.9489,647310,1654214,1378511,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫-酒莊珍藏威士忌-macallan-estate,할인중
威斯克 限量62度愛爾蘭調和威士忌原酒,999.0,1100.0,47.9489,47901,122412,102010,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/west-cork威斯克限量62度愛爾蘭調和威士忌原酒-west-cork-blended-irish-whiskey-cask-strength-limited-release,할인중
麥卡倫 CLASSIC CUT 2021,5990.0,6600.0,47.9489,287214,733981,611651,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫-classic-cut-2021-the-macallan-classic-cut,할인중
歐肯 18年,2900.0,3100.0,47.9489,139052,355350,296125,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/歐肯特軒-18年-auchentoshan-single-malt-scotch-whisky,할인중
班瑞克 30年,19800.0,23500.0,47.9489,949388,2426180,2021817,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/班瑞克-30年-單一麥芽蘇格蘭威士忌-benriach-30-year-heart-of-speyside-single,할인중
格蘭菲迪 23年 頂級法國葡萄桶,7500.0,8300.0,47.9489,359617,919008,765840,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭菲迪23年-頂級法國葡萄桶-glenfiddich-23y,할인중
麥卡倫 湛藍,7900.0,9500.0,47.9489,378796,968021,806684,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m15736-3,할인중
麥卡倫 25年雪莉桶 (2021年),72000.0,80000.0,47.9489,3452321,8822475,7352063,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m15711-1,할인중
老酋長 蒸餾廠國際版 DAILUAINE23年,6700.0,8500.0,47.9489,321258,820981,684151,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/老酋長-蒸餾廠國際版dailuaine-23年-chieftains-stren,할인중
班瑞克 季節系列 地板發麥,2970.0,3250.0,47.9489,142408,363926,303272,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/班瑞克-季節系列-地板發麥-benriach-malting-season-speyside,할인중
班瑞克 季節系列 煙燻,1500.0,1630.0,47.9489,71923,183801,153167,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/班瑞克-季節系列-煙燻-benriach-smoke-season-speyside-single,할인중
泰斯卡 41年 極奢原酒1979-2020,138000.0,,47.9489,6616948,16909743,14091452,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/泰斯卡-41年-極奢原酒1979-2020-威士忌-prima-ultima-talisker-1979,
百富 12年 DOUBLEWOOD,1395.0,1680.0,47.9489,66889,170936,142447,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m11501-2,할인중
泰斯卡 25年,15000.0,16500.0,47.9489,719234,1838017,1531681,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m10403,할인중
格蘭利威 12年首席三桶,849.0,1100.0,47.9489,40709,104033,86694,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭利威-12年首席三桶-glenlivet-12y-rum-bourbon-cask-selection-taiwan-exclusive,할인중
蘇格登 19年限量原酒 (帝亞吉歐2021臻選系列),4800.0,,47.9489,230155,588166,490138,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/海妖之歌-蘇格登19年,
歐本 12年限量原酒 (帝亞吉歐2021臻選系列),3800.0,,47.9489,182206,465631,388026,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/雙狐傳說-歐本12年,
泰斯卡 8年限量原酒 (帝亞吉歐2021臻選系列),2990.0,,47.9489,143367,366377,305314,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/怒海狂龍-泰斯卡8年,
卡杜 14年限量原酒 (帝亞吉歐2021臻選系列),3950.0,4380.0,47.9489,189398,484010,403342,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/黑岩紅花-卡杜14年,할인중
慕赫 12年,1480.0,1620.0,47.9489,70964,181350,151125,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/慕赫-１２年-mortlach-12y-single-malt-scotch-wh,할인중
噶瑪蘭 層豐雪莉三桶,2090.0,2300.0,47.9489,100213,256096,213414,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/噶瑪蘭-層豐雪莉３桶威士忌-kavalan-triple-sherry-cask,할인중
金賓 白牌波本威士忌,360.0,380.0,47.9489,17262,44113,36761,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m01602,할인중
麥卡倫 30年雪莉雙桶 (2021年),138000.0,160000.0,47.9489,6616948,16909743,14091452,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m15715,할인중
麥卡倫 30年雪莉桶 (2021年),180000.0,230000.0,47.9489,8630802,22056187,18380156,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫３０年2021雪莉桶-macallan-30y,할인중
漢特 經典調和蘇格蘭威士忌,400.0,450.0,47.9489,19180,49015,40846,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/漢特經典-hankey-bannister-blended-scoth-whisky,할인중
渥福 精選裸麥威士忌,1280.0,1400.0,47.9489,61375,156845,130704,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/渥福-精選-裸麥威士忌-woodford-reserve-straight-rye-whiskey,할인중
蘇格登 53年,860000.0,,47.9489,41236054,105379561,87816301,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/蘇格登53the-singleton-53y,
約翰走路 XR 23年,3780.0,4110.0,47.9489,181247,463180,385984,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/台灣獨獻-約翰走路xr23-調和式蘇格蘭威士忌,할인중
魁列奇 21年,9300.0,9900.0,47.9489,445925,1139570,949642,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/魁列奇-21年-craigellachie-21y,할인중
噶瑪蘭 珍選 NO.2,999.0,1100.0,47.9489,47901,122412,102010,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/噶瑪蘭-珍選no-2-kavalan-distillery-select-no-2-single-malt-whisky,할인중
格蘭冠 18年,3300.0,3600.0,47.9489,158231,404362,336969,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭冠-18年-glengrant-18y-rare-edition,할인중
百富 故事系列 21年傾城玫瑰,13900.0,18000.0,47.9489,666490,1703229,1419357,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/百富故事系列-21年傾城玫瑰-the-balvenie-21y-the-second-red-rose,할인중
布萊迪 1990/27年 HB桶,14500.0,16000.0,47.9489,695259,1776748,1480624,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/布萊迪-1990-27年-bruichladdich-vintage1990-27y,할인중
仕高利達 金牌,420.0,460.0,47.9489,20139,51466,42888,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/仕高利達-金牌-scotch-leader-supreme,할인중
蘇魔克 黃金蘭姆單一純麥威士忌,1450.0,1600.0,47.9489,69526,177675,148063,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/蘇魔克-黃金蘭姆單一純麥威士忌-smokehead-rum-rebel-islay-single-malt-scotch-whisky,할인중
蘇魔克 雪莉炸彈,1690.0,1900.0,47.9489,81034,207084,172570,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/蘇魔克-雪莉炸彈單一純麥威士忌-smokehead-sherry-bomb-islay-single-malt-scotch-whisky,할인중
蘇魔克 白金58單一純麥威士忌,1499.0,1800.0,47.9489,71875,183678,153065,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/蘇魔克-白金58單一純麥威士忌-smokehead-islay-single-malt-scotch-whisky,할인중
天空之島 12年,520.0,580.0,47.9489,24933,63717,53097,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/天空之島-12年蘇格蘭威士忌-isle-skye-12y-blended-scotch-whisky,할인중
亞伯樂 首選原桶 #80,1799.0,2000.0,47.9489,86260,220439,183699,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/亞伯樂-首選原桶-aberlour-abunadh,할인중
格蘭路思 30年,39000.0,45000.0,47.9489,1870007,4778840,3982367,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭路思-30年-glenrothes-30y,할인중
白馬 調和式威士忌 (1L),399.0,490.0,47.9489,19132,48892,40744,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/白馬-調和式威士忌1l-white-horse-blended-scotch-whisky,할인중
白馬 調和式威士忌,330.0,390.0,47.9489,15823,40436,33697,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/白馬-調和式威士忌-white-horse-blended-scotch-whisky,할인중
麥卡倫 絢儷系列 NO.6,106000.0,128000.0,47.9489,5082583,12988643,10823869,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫-絢儷系列no-6,할인중
低地之王 玫瑰河畔30年,96000.0,100000.0,47.9489,4603094,11763299,9802749,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/蘇格蘭-低地之王-玫瑰河畔30年-單一麥芽威士忌-king-of-the-lowlands-rosebank-30y-1st-global-release,할인중
艾樂奇 12年,1480.0,1980.0,47.9489,70964,181350,151125,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/艾樂奇-12年-glenallachie-12y-speyside-single-malt-scotch-whisky,할인중
格蘭花格 21年精裝版,4300.0,,47.9489,206180,526897,439081,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m13906,
天空之島 18年,1200.0,1380.0,47.9489,57539,147042,122535,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/天空之島-18年蘇格蘭威士忌-isle-skye-18y-blended-scotch-whisky,할인중
格蘭哥尼 傳奇系列第二章,1950.0,2200.0,47.9489,93500,238941,199118,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭哥尼-傳奇系列-第二章-glengoyne-the-legacy-series-chapter-two,할인중
雙人牌 綠標蘇格蘭威士忌,380.0,450.0,47.9489,18221,46564,38803,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/雙人牌-綠標蘇格蘭威士忌-langs-smooth-mellow-blended-scotch-whisky,할인중
蘇魔克 43單一純麥威士忌,1050.0,1300.0,47.9489,50346,128660,107217,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/蘇魔克-單一純麥威士忌-smokehead-islay-single-malt-scotch-whisky,할인중
格蘭哥尼 21年,4999.0,5500.0,47.9489,239697,612550,510459,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭哥尼-21年-glengoyne-21y-highland-single-malt-scotch-whisky,할인중
格蘭哥尼 18年,3380.0,3600.0,47.9489,162067,414165,345138,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭哥尼-18年-glengoyne-18y-highland-single-malt-scotch-whisky,할인중
格蘭哥尼 12年,1080.0,1150.0,47.9489,51785,132338,110281,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭哥尼-12年-glengoyne-12y-highland-single-malt-scotch-whisky,할인중
格蘭哥尼 25年雪莉桶,14500.0,15800.0,47.9489,695259,1776748,1480624,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭哥尼-25年,할인중
美格 原桶強度波本威士忌,2100.0,2300.0,47.9489,100693,257323,214436,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/美格-原桶強度波本威士忌-makers-mark-cask-strength-whisky,할인중
雅柏 10年,1400.0,1740.0,47.9489,67128,171547,142956,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m16302,할인중
皇家禮炮21年 王者之鑽,2499.0,2900.0,47.9489,119824,306213,255177,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/皇家禮炮-21年-王者之鑽-rayal-salute-21y-blended-grain-scotch-whisky,할인중
皇家禮炮 25年,7500.0,8000.0,47.9489,359617,919008,765840,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/皇家禮炮-25年-royal-salute-25y,할인중
麥卡倫 SIR PETER BLAKE 限量版,51500.0,60000.0,47.9489,2469368,6310519,5258766,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫-sir-peter-blake-macallan-sir-peter-blake,할인중
若鶴 Umesky 梅酒威士忌,1450.0,1580.0,47.9489,69526,177675,148063,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/若鶴-umesky-梅酒威士忌,할인중
羅伊 13年加強桶愛爾蘭威士忌,1999.0,2800.0,47.9489,95850,244947,204122,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/羅伊-13年加強桶愛爾蘭威士忌-poe-co-13y-cask-strength-irish-whiskey,할인중
雅柏 5年煙燻小野獸,1180.0,1400.0,47.9489,56580,144591,120493,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/雅柏5年煙燻小野獸-單一麥芽蘇格蘭威士忌-ardbeg-wee-beastie-single-malt-scotch,할인중
費特肯22年,8300.0,8400.0,47.9489,397976,1017036,847530,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/費特肯22年-fettercairn-22y,할인중
泰斯卡 10年,999.0,1250.0,47.9489,47901,122412,102010,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m10401-2,할인중
雅墨 18年,3160.0,3400.0,47.9489,151519,387210,322675,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/雅墨-18年-aultmore-18y,할인중
雅墨 12年,1350.0,1480.0,47.9489,64731,165421,137851,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/雅墨-12年,할인중
威雀 金冠威士忌,329.0,350.0,47.9489,15775,40313,33594,N,my9買酒網,2026-05-30,https://www.my9.com.tw/products/威雀-金冠威士忌-the-famous-grouse-finest-blended-scotch-whisky,할인중
OMAR 原桶強度 IPA桶,4450.0,5120.0,47.9489,213373,545279,454399,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m21418,할인중
亞伯樂 14年雙桶,1640.0,1800.0,47.9489,78636,200956,167463,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/亞伯樂１４年-雙桶單一麥蘇格蘭威士忌-aberlour-14y-double-cask-matured-speyside-single-malt-scotch-whisky,할인중
新響 威士忌,2080.0,2300.0,47.9489,99734,254872,212394,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/m06264-1,할인중
格蘭路思 19年單桶原酒 #1433,12000.0,16000.0,47.9489,575387,1470413,1225344,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭路思-１９年單桶原酒-1433單一麥芽威士忌-限量品-the-glenrothes-19-years,할인중
皇家柏克萊 21年,6999.0,7500.0,47.9489,335594,857617,714681,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/皇家柏克萊-２１年單一麥芽蘇格蘭威士忌-royal-brickla-21-year-highland-single-malt,할인중
皇家柏克萊 18年,3650.0,3900.0,47.9489,175013,447249,372708,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/皇家柏克萊-１８年單一麥芽蘇格蘭威士忌-royal-brickla-18-year-highland-single-malt,할인중
艾柏迪 21年,4200.0,5170.0,47.9489,201385,514643,428869,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/艾柏迪２１年-aberfeldy-whisky-21,할인중
蘇格登 時光協奏第一樂章 38年原酒,79900.0,85000.0,47.9489,3831117,9790496,8158747,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/蘇格登時光協奏-第一樂章-貝多芬緩板-38年原酒單一麥芽威士忌,할인중
皇家禮炮 21年(綠盒),2880.0,3300.0,47.9489,138093,352899,294083,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/皇家禮炮-２１年綠盒調和式麥芽威士忌-royal-salute-21y-blended-malt-scotch-whisk,할인중
約翰走路 ART DECO 大師典藏系列30年,155000.0,,47.9489,7432080,18992829,15827358,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/約翰走路-art-deco大師典藏系列３０年-j-w-sons-30yrs-art-deco,
約翰走路 VICTORIAN 大師典藏系列30年,155000.0,,47.9489,7432080,18992829,15827358,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/約翰走路-victorian大師典藏系列３０年-john-walker-and-sons-30-year-old-master-blenders-collection-victorian-era,
約翰走路 約翰華克 50年紀念版,750000.0,,47.9489,35961675,91900780,76583983,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/約翰走路-約翰華克-５０年紀念版-johnnie-walker-the-john-walker-master-ruby-reserve-50yrs,
約翰走路 約翰華克 40年紀念版,570000.0,,47.9489,27330873,69844593,58203827,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/約翰走路-約翰華克-４０年紀念版-johnnie-walker-the-john-walker-master-ruby-reserve-40yrs,
約翰走路 約翰華克紀念版,115000.0,,47.9489,5514124,14091454,11742878,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/約翰走路-約翰華克紀念版-johnnie-walker-the-john-walker,
樂加維林 28年單桶原酒 1991-2019,75000.0,80000.0,47.9489,3596168,9190079,7658399,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/ｐ-ｕ極奢原酒-樂加維林1991年-蘇格蘭單一麥芽威士忌-prima-ultima-lagavulin-1991,할인중
高原騎士 原酒 NO.1,3400.0,4000.0,47.9489,163026,416616,347180,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/高原騎士原酒no-1-限量品-highland-park-cask-strength-release-no-1,할인중
麥卡倫 奢想 2020,8999.0,10000.0,47.9489,431492,1102686,918905,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/麥卡倫-奢想-2020-the-macallan-rare-cask-2020-release,할인중
班瑞克 12年煙燻,1050.0,,47.9489,50346,128660,107217,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/班瑞克１２年泥煤-單一麥芽蘇格蘭威士忌-the-benriach-12-years-peated-single-malt,
班瑞克 12年,950.0,,47.9489,45551,116406,97005,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/班瑞克１２年-單一麥芽蘇格蘭威士忌-the-benriach-12-years-single-malt,
班瑞克 10年,990.0,,47.9489,47469,121308,101090,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/班瑞克１０年-單一麥芽蘇格蘭威士忌-the-benriach-10-years-peated-sin,
班瑞克 10年煙燻 新版白標,899.0,,47.9489,43106,110158,91799,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/班瑞克１０年泥媒新版白標-單一麥芽蘇格蘭威士忌-the-benriach-10-years-peated-sin,
帝王 四重陳釀 27年限量版,5980.0,6500.0,47.9489,286734,732754,610629,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/帝王四重陳釀-27年限量版-dewars-27y-double-aged-for-ultimate-smoothness-blended,할인중
帝王 四重陳釀 21年限量版,3380.0,3670.0,47.9489,162067,414165,345138,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/帝王四重陳釀-21年限量版-dewars-21y-double-aged-for-ultimate-smoothness-blended,할인중
艾柏迪 12年,999.0,1160.0,47.9489,47901,122412,102010,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/艾柏迪12年-單一麥芽蘇格蘭威士忌-aberfeldy-12year-highland-single-malt-scotch,할인중
格蘭菲迪 12年天使雪莉,880.0,1180.0,47.9489,42195,107830,89858,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/格蘭菲迪12年天使雪莉單一麥芽威士忌-glenfiddich-12-years-old-single-malt-scotch,할인중
約翰走路 200週年復刻限定版,1700.0,1850.0,47.9489,81513,208308,173590,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/約翰走路-200週年紀念限定版-蘇格蘭麥芽調和威士忌-john-waker-sons-celebratory,할인중
凱利 40年限量原酒,20800.0,25000.0,47.9489,997337,2548715,2123929,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/凱利-40-年原酒-單一麥芽蘇格蘭威士忌-the-cally-40yrs-old-single-grain-scotch-whis,할인중
約翰走路 XR 21年,2550.0,2750.0,47.9489,122270,312463,260386,Y,my9買酒網,2026-05-30,https://www.my9.com.tw/products/約翰走路-xr-21年-威士忌-johnnie-walker-21y,할인중
