위스키명,브랜드,표시가_USD,마일리지할인율_%,할인가_USD,정상가_USD,할인율_%,누적판매,리뷰수,평점,재고,구매가능,소분류,상품코드,SKU,상품URL
니콜라스 푸이야트 팔메도르 브뤼 2009 750ml,니콜라스 푸이야트,146.01500000000001,45.0,251.75,265.0,5.0,91,1,10.0,0,N,1221:와인/샴페인,5340628,273531000003,https://www.shilladfs.com/estore/kr/ko/p/5340628
마오타이 53% 마오타이 귀주 진핑 500ml,마오타이,482.4,40.0,482.4,804.0,40.0,85,0,0.0,0,N,1216:중국술,5386613,194431000019,https://www.shilladfs.com/estore/kr/ko/p/5386613
사가모어 Cask Strength Whiskey 750ml,사가모어,42.75,55.0,42.75,95.0,55.0,115,2,10.0,6,Y,1211:블렌디드 위스키,5285449,270431000003,https://www.shilladfs.com/estore/kr/ko/p/5285449
사가모어 Double Oak Whiskey 750ml,사가모어,38.25,55.0,38.25,85.0,55.0,66,0,0.0,6,Y,1211:블렌디드 위스키,5285451,270431000002,https://www.shilladfs.com/estore/kr/ko/p/5285451
사가모어 Rye Whiskey 750ml,사가모어,31.85,51.0,31.85,65.0,51.0,31,0,0.0,6,Y,1211:블렌디드 위스키,5285450,270431000001,https://www.shilladfs.com/estore/kr/ko/p/5285450
글렌모렌지 오리지널 1000ml,글렌모렌지,,,39.0,60.0,35.0,148,0,0.0,0,N,1220:싱글몰트 위스키,5070387,108631000001,https://www.shilladfs.com/estore/kr/ko/p/5070387
헤네시 VSOP 1000ml,헤네시,,,82.4,103.0,20.0,485,0,0.0,0,N,1213:꼬냑,5388182,086931000100,https://www.shilladfs.com/estore/kr/ko/p/5388182
진 마레 카프리 1000ml,진 마레,29.16,46.0,29.16,54.0,46.0,21,0,0.0,6,Y,1226:스피릿,5334660,114931000055,https://www.shilladfs.com/estore/kr/ko/p/5334660
진 마레 1000ml,진 마레,24.0,50.0,24.0,48.0,50.0,17,0,0.0,6,Y,1226:스피릿,5334659,114931000054,https://www.shilladfs.com/estore/kr/ko/p/5334659
디플로마티코 리제르바 익스클루시바 700ml,디플로마티코,33.516,20.0,39.9,42.0,5.0,60,1,10.0,2,Y,1226:스피릿,5334962,114931000053,https://www.shilladfs.com/estore/kr/ko/p/5334962
달모어 18년 2024년 에디션 700ml,달모어,,,332.5,350.0,5.0,601,15,10.0,0,N,1220:싱글몰트 위스키,5358024,114431000100,https://www.shilladfs.com/estore/kr/ko/p/5358024
글렌모레이 21년 포트우드 700ml,글렌모레이,133.4275,50.0,251.75,265.0,5.0,120,0,0.0,0,N,1220:싱글몰트 위스키,5304451,249031000045,https://www.shilladfs.com/estore/kr/ko/p/5304451
헤븐스도어 Straight Rye Whiskey 750ml,헤븐스도어,40.28,50.0,76.0,80.0,5.0,17,0,0.0,6,Y,1211:블렌디드 위스키,5284790,270331000003,https://www.shilladfs.com/estore/kr/ko/p/5284790
헤븐스도어 Double Barrel Whiskey 750ml,헤븐스도어,26.4,56.0,26.4,60.0,56.0,21,0,0.0,6,Y,1211:블렌디드 위스키,5284792,270331000002,https://www.shilladfs.com/estore/kr/ko/p/5284792
헤븐스도어 Straight Bourbon Whiskey 750ml,헤븐스도어,26.4,56.0,26.4,60.0,56.0,16,0,0.0,6,Y,1211:블렌디드 위스키,5284791,270331000001,https://www.shilladfs.com/estore/kr/ko/p/5284791
젠틀맨스 컷 버번 750ml,젠틀맨스 컷,82.35,55.0,82.35,183.0,55.0,80,0,0.0,6,Y,1211:블렌디드 위스키,5345783,268331000018,https://www.shilladfs.com/estore/kr/ko/p/5345783
 어니스트 레미 브뤼 그랑크뤼 NV 750ml,와인나라,58.785999999999994,35.0,86.45,91.0,5.0,23,0,0.0,2,Y,1221:와인/샴페인,5349600,115431000118,https://www.shilladfs.com/estore/kr/ko/p/5349600
발렌타인 23년 GOLDEN HOUR 700ml,발렌타인,195.34185,30.0,265.05,279.0,5.0,164,0,0.0,6,Y,1211:블렌디드 위스키,5284763,046131000053,https://www.shilladfs.com/estore/kr/ko/p/5284763
로크로몬드 12년 Perfectly Balanced 1000ml ,로크 로몬드,31.86,46.0,53.1,59.0,10.0,174,2,10.0,0,N,1220:싱글몰트 위스키,5267807,268831000003,https://www.shilladfs.com/estore/kr/ko/p/5267807
로크로몬드 Original 1000ml,로크 로몬드,19.979999999999997,46.0,33.3,37.0,10.0,97,1,10.0,6,Y,1220:싱글몰트 위스키,5267809,268831000001,https://www.shilladfs.com/estore/kr/ko/p/5267809
위도우 제인 AMERICAN RYE 750ml,위도우 제인,67.925,53.0,135.85,143.0,5.0,21,0,0.0,6,Y,1211:블렌디드 위스키,5337202,274231000003,https://www.shilladfs.com/estore/kr/ko/p/5337202
위도우 제인 APPLEWOOD & RYE 750ml,위도우 제인,69.498,51.0,128.7,143.0,10.0,28,0,0.0,0,N,1211:블렌디드 위스키,5337201,274231000002,https://www.shilladfs.com/estore/kr/ko/p/5337201
글렌스코시아 48년 700ml,글렌 스코시아,7207.2,48.0,7207.2,13860.0,48.0,38,0,0.0,3,Y,1220:싱글몰트 위스키,5300688,265131000004,https://www.shilladfs.com/estore/kr/ko/p/5300688
글렌스코시아 Crosshill Loch 1000ml,글렌 스코시아,47.88,50.0,85.5,95.0,10.0,220,5,9.6,0,N,1220:싱글몰트 위스키,5267814,265131000002,https://www.shilladfs.com/estore/kr/ko/p/5267814
예거마이스터 COLD BREW 1000ml,예거마이스터,19.133000000000003,50.0,36.1,38.0,5.0,18,0,0.0,0,N,1226:스피릿,5336892,249031000030,https://www.shilladfs.com/estore/kr/ko/p/5336892
예거마이스터 MANIFEST 1000ml,예거마이스터,26.55,55.0,26.55,59.0,55.0,14,0,0.0,3,Y,1226:스피릿,5336893,249031000031,https://www.shilladfs.com/estore/kr/ko/p/5336893
암룻 INDIAN 700ml,암룻,38.9025,40.0,61.75,65.0,5.0,11,0,0.0,0,N,1220:싱글몰트 위스키,5337843,275031000001,https://www.shilladfs.com/estore/kr/ko/p/5337843
암룻 INDIAN CASK STRENGTH 700ml,암룻,59.85,40.0,95.0,100.0,5.0,40,0,0.0,0,N,1220:싱글몰트 위스키,5337844,275031000002,https://www.shilladfs.com/estore/kr/ko/p/5337844
암룻 FUSION 700ml,암룻,52.069500000000005,40.0,82.65,87.0,5.0,69,1,10.0,0,N,1220:싱글몰트 위스키,5337846,275031000003,https://www.shilladfs.com/estore/kr/ko/p/5337846
암룻 PEATED 700ml,암룻,47.2815,40.0,75.05,79.0,5.0,28,0,0.0,6,Y,1220:싱글몰트 위스키,5337847,275031000004,https://www.shilladfs.com/estore/kr/ko/p/5337847
보모어 36년 FQ 2023 700ml,보모어,,,2200.0,4000.0,45.0,36,0,0.0,6,Y,1220:싱글몰트 위스키,5221776,114231000038,https://www.shilladfs.com/estore/kr/ko/p/5221776
"샴페인, 비죠따 블랑 드 블랑 프리미에 크뤼 750ml",비네센코리아,61.0,50.0,61.0,122.0,50.0,70,0,0.0,0,N,1221:와인/샴페인,5322075,272731000010,https://www.shilladfs.com/estore/kr/ko/p/5322075
"샴페인, 베르나르 비죠따 트라디숑 750ml",비네센코리아,40.0,50.0,40.0,80.0,50.0,99,1,10.0,6,Y,1221:와인/샴페인,5322073,272731000008,https://www.shilladfs.com/estore/kr/ko/p/5322073
오 메독 생-줄리앙 브라네르 뒤크리 750ml,비네센코리아,40.0,50.0,40.0,80.0,50.0,22,0,0.0,0,N,1221:와인/샴페인,5322069,272731000002,https://www.shilladfs.com/estore/kr/ko/p/5322069
마오타이 귀주 15년 53% 500ml,마오타이,757.44,52.0,757.44,1578.0,52.0,38,0,0.0,0,N,1216:중국술,5318325,194431000015,https://www.shilladfs.com/estore/kr/ko/p/5318325
마오타이 귀주 30년 53% 500ml,마오타이,1543.48,53.0,1543.48,3284.0,53.0,35,0,0.0,0,N,1216:중국술,5318004,194431000016,https://www.shilladfs.com/estore/kr/ko/p/5318004
올트모어 18년 700ml,듀어스,93.67000000000002,45.0,161.5,170.0,5.0,136,1,10.0,0,N,1220:싱글몰트 위스키,3333181,113531000019,https://www.shilladfs.com/estore/kr/ko/p/3333181
부나하벤 에리 1000ml,부나하벤,44.82,46.0,74.7,83.0,10.0,223,2,10.0,0,N,1220:싱글몰트 위스키,5229282,265331000001,https://www.shilladfs.com/estore/kr/ko/p/5229282
딘스톤 버진 오크 700ml,딘스톤,21.5,57.0,21.5,50.0,57.0,25,0,0.0,6,Y,1220:싱글몰트 위스키,5228673,264431000001,https://www.shilladfs.com/estore/kr/ko/p/5228673
큐로 몰트 500ml,큐로,59.5,50.0,59.5,119.0,50.0,28,0,0.0,6,Y,1220:싱글몰트 위스키,5302698,272331000001,https://www.shilladfs.com/estore/kr/ko/p/5302698
" 알베르비쇼, 알록스 꼬르동 1ER 크뤼 750ml",알베르 비쇼,67.22200000000001,45.0,115.9,122.0,5.0,69,0,0.0,0,N,1221:와인/샴페인,5314439,117531000008,https://www.shilladfs.com/estore/kr/ko/p/5314439
골드바 위스키 1000ml,골드바 위스키,29.9,54.0,29.9,65.0,54.0,40,0,0.0,6,Y,1211:블렌디드 위스키,5304449,249031000042,https://www.shilladfs.com/estore/kr/ko/p/5304449
스카라버스 히브리디언 저니 블렌디드 몰트 스카치 700ml,스카라버스,23.1,58.0,23.1,55.0,58.0,12,0,0.0,6,Y,1220:싱글몰트 위스키,5304446,249031000037,https://www.shilladfs.com/estore/kr/ko/p/5304446
스카라버스 하이랜드 저니 블렌디드 몰트 스카치 700ml,스카라버스,24.75,55.0,24.75,55.0,55.0,13,0,0.0,6,Y,1220:싱글몰트 위스키,5304439,249031000036,https://www.shilladfs.com/estore/kr/ko/p/5304439
스카라버스 아일레이 저니 블렌디드 몰트 스카치 700ml,스카라버스,23.1,58.0,23.1,55.0,58.0,11,0,0.0,6,Y,1220:싱글몰트 위스키,5304445,249031000035,https://www.shilladfs.com/estore/kr/ko/p/5304445
스카라버스 10년 700ml,스카라버스,42.7975,50.0,80.75,85.0,5.0,14,0,0.0,6,Y,1220:싱글몰트 위스키,5304438,249031000034,https://www.shilladfs.com/estore/kr/ko/p/5304438
조지레무스 Straight Bourbon 750ml,조지레무스,43.65,55.0,43.65,97.0,55.0,19,0,0.0,6,Y,1227:기타 주류,5311941,273031000001,https://www.shilladfs.com/estore/kr/ko/p/5311941
조지레무스 Bourbon Repeal Reserve #6 750ml,조지레무스,88.842,56.0,170.85,201.0,15.0,30,1,10.0,0,N,1227:기타 주류,5311940,273031000002,https://www.shilladfs.com/estore/kr/ko/p/5311940
글렌모레이 커티 샥 프라히비션 1000ml,글렌모레이,21.0,58.0,21.0,50.0,58.0,70,0,0.0,6,Y,1211:블렌디드 위스키,5312123,249031000027,https://www.shilladfs.com/estore/kr/ko/p/5312123
글렌모레이 커티 샥 스카치 위스키 1000ml,글렌모레이,11.5805,50.0,21.85,23.0,5.0,27,0,0.0,0,N,1211:블렌디드 위스키,5312122,249031000026,https://www.shilladfs.com/estore/kr/ko/p/5312122
폴 존 피엑스 쉐리 700ml,폴 존,45.15,57.0,45.15,105.0,57.0,164,0,0.0,0,N,1220:싱글몰트 위스키,5312121,249031000025,https://www.shilladfs.com/estore/kr/ko/p/5312121
맥탈라 올드퍼스 쉐리 케스크 12년 700ml,맥탈라,39.7765,50.0,75.05,79.0,5.0,39,0,0.0,6,Y,1220:싱글몰트 위스키,5311850,249031000021,https://www.shilladfs.com/estore/kr/ko/p/5311850
맥탈라 스타라타 15년 700ml,맥탈라,56.8955,50.0,107.35,113.0,5.0,32,0,0.0,6,Y,1220:싱글몰트 위스키,5311848,249031000018,https://www.shilladfs.com/estore/kr/ko/p/5311848
맥탈라 마라 700ml,맥탈라,41.7905,50.0,78.85,83.0,5.0,34,0,0.0,4,Y,1220:싱글몰트 위스키,5312020,249031000017,https://www.shilladfs.com/estore/kr/ko/p/5312020
글렌모레이 15년 1000ml,글렌모레이,46.322,50.0,87.4,92.0,5.0,57,2,9.0,0,N,1220:싱글몰트 위스키,5311847,249031000015,https://www.shilladfs.com/estore/kr/ko/p/5311847
보모어 타임리스 33년 700ml,보모어,,,1484.0,2800.0,47.0,95,0,0.0,3,Y,1220:싱글몰트 위스키,5265734,114231000041,https://www.shilladfs.com/estore/kr/ko/p/5265734
달모어 퀸텟 700ml ,달모어,,,104.3,149.0,30.0,264,1,10.0,0,N,1220:싱글몰트 위스키,5311398,114431000065,https://www.shilladfs.com/estore/kr/ko/p/5311398
달모어 콰르텟 1000ml,달모어,,,127.3,134.0,5.0,203,0,0.0,0,N,1220:싱글몰트 위스키,5311282,114431000064,https://www.shilladfs.com/estore/kr/ko/p/5311282
우드포드 리저브 Baccarat Edition 700ml,우드포드 리저브,1054.0,38.0,1054.0,1700.0,38.0,24,0,0.0,0,N,1211:블렌디드 위스키,5088307,114931000035,https://www.shilladfs.com/estore/kr/ko/p/5088307
벤리악 Quarter Cask Peated 1000ml,벤리악,34.3,51.0,34.3,70.0,51.0,67,0,0.0,6,Y,1220:싱글몰트 위스키,5303575,114931000041,https://www.shilladfs.com/estore/kr/ko/p/5303575
잭다니엘 Black Label Tin 1000ml,잭다니엘,19.95,43.0,19.95,35.0,43.0,23,0,0.0,6,Y,1211:블렌디드 위스키,5303971,114931000046,https://www.shilladfs.com/estore/kr/ko/p/5303971
마오타이 영빈주 (PURPLE) 500ml,마오타이,25.5,49.0,25.5,50.0,49.0,159,0,0.0,0,N,1216:중국술,5305144,194431000013,https://www.shilladfs.com/estore/kr/ko/p/5305144
마오타이 귀주 마오타이 43% 500ml,마오타이,148.2,43.0,148.2,260.0,43.0,304,4,10.0,0,N,1216:중국술,5305143,194431000011,https://www.shilladfs.com/estore/kr/ko/p/5305143
십스미스 런던 드라이 진 1000ml,십스미스,24.94,57.0,24.94,58.0,57.0,10,0,0.0,6,Y,1226:스피릿,5109733,114231000031,https://www.shilladfs.com/estore/kr/ko/p/5109733
라프로익 포트우드 2023 700ml,라프로익,86.944,51.0,167.2,176.0,5.0,330,2,10.0,6,Y,1220:싱글몰트 위스키,5298064,114131000036,https://www.shilladfs.com/estore/kr/ko/p/5298064
돈훌리오 레포사도 750ml,돈훌리오,40.656000000000006,47.0,46.2,77.0,40.0,87,0,0.0,6,Y,1226:스피릿,5296058,254931000003,https://www.shilladfs.com/estore/kr/ko/p/5296058
돈훌리오 블랑코 750ml,돈훌리오,31.68,47.0,36.0,60.0,40.0,93,0,0.0,6,Y,1226:스피릿,5295909,254931000002,https://www.shilladfs.com/estore/kr/ko/p/5295909
에반 윌리엄스 싱글 배럴 750ml,신세계 L&B,29.28,52.0,29.28,61.0,52.0,57,0,0.0,6,Y,1211:블렌디드 위스키,5290609,115331000190,https://www.shilladfs.com/estore/kr/ko/p/5290609
패트론 EL CIELO 700ml,패트론,88.16,39.0,137.75,145.0,5.0,55,0,0.0,0,N,1226:스피릿,5274623,122131000016,https://www.shilladfs.com/estore/kr/ko/p/5274623
그레이구스 Essence White Peach&Rosemary 1000ml,그레이 구스,24.78,58.0,24.78,59.0,58.0,16,0,0.0,6,Y,1226:스피릿,5274739,113231000029,https://www.shilladfs.com/estore/kr/ko/p/5274739
그레이구스 Essence Strawberry&Lemongrass 1000ml,그레이 구스,24.78,58.0,24.78,59.0,58.0,22,0,0.0,4,Y,1226:스피릿,5274738,113231000028,https://www.shilladfs.com/estore/kr/ko/p/5274738
그레이구스 Essence Watermelon&Basil 1000ml,그레이 구스,27.14,54.0,27.14,59.0,54.0,63,0,0.0,6,Y,1226:스피릿,5274737,113231000027,https://www.shilladfs.com/estore/kr/ko/p/5274737
이니스킬린 까베르네 프랑 375ml,이니스킬린,70.2,55.0,70.2,156.0,55.0,46,0,0.0,6,Y,1221:와인/샴페인,5270069,083731000012,https://www.shilladfs.com/estore/kr/ko/p/5270069
보테가 브루넬로 디 몬탈치노 750ml,보테가,46.683,40.0,74.1,78.0,5.0,101,0,0.0,6,Y,1221:와인/샴페인,3738766,112331000007,https://www.shilladfs.com/estore/kr/ko/p/3738766
보테가 페탈로 모스카토 핑크 750ml,보테가,27.531000000000002,40.0,43.7,46.0,5.0,361,1,10.0,0,N,1221:와인/샴페인,5070680,112331000008,https://www.shilladfs.com/estore/kr/ko/p/5070680
틸링 GRAIN 1000ml,틸링,31.39,57.0,31.39,73.0,57.0,7,0,0.0,6,Y,1227:기타 주류,5267972,113531000038,https://www.shilladfs.com/estore/kr/ko/p/5267972
틸링 SMALL BATCH 1000ml,틸링,26.622000000000003,54.0,52.2,58.0,10.0,11,0,0.0,6,Y,1227:기타 주류,5267971,113531000039,https://www.shilladfs.com/estore/kr/ko/p/5267971
듀어스 더블더블 27년 500ml,듀어스,151.05,50.0,285.0,300.0,5.0,209,0,0.0,0,N,1211:블렌디드 위스키,5267970,113531000058,https://www.shilladfs.com/estore/kr/ko/p/5267970
듀어스 더블더블 36년 500ml,듀어스,846.0,53.0,846.0,1800.0,53.0,57,0,0.0,2,Y,1220:싱글몰트 위스키,5268057,113531000060,https://www.shilladfs.com/estore/kr/ko/p/5268057
글렌데브론 40년 700ml,글렌데브론,2695.0,45.0,2695.0,4900.0,45.0,19,0,0.0,1,Y,1220:싱글몰트 위스키,5268155,113531000066,https://www.shilladfs.com/estore/kr/ko/p/5268155
듀어스 더블더블 21년 미즈나라캐스크 500ml,듀어스,92.56800000000001,47.0,165.3,174.0,5.0,618,1,10.0,0,N,1211:블렌디드 위스키,5268249,113531000075,https://www.shilladfs.com/estore/kr/ko/p/5268249
조야 골드에디션 500ml,조야,46.39799999999999,37.0,70.3,74.0,5.0,31,0,0.0,6,Y,1221:와인/샴페인,5070771,112431000002,https://www.shilladfs.com/estore/kr/ko/p/5070771
단즈카 더 스피릿 1000ml,단즈카,18.734,45.0,32.3,34.0,5.0,14,0,0.0,6,Y,1226:스피릿,5104882,130631000006,https://www.shilladfs.com/estore/kr/ko/p/5104882
단즈카 크랜베리 1000ml,단즈카,11.020000000000001,45.0,19.0,20.0,5.0,18,0,0.0,0,N,1226:스피릿,5070683,130631000002,https://www.shilladfs.com/estore/kr/ko/p/5070683
단즈카 커런트 1000ml,단즈카,11.020000000000001,45.0,19.0,20.0,5.0,10,0,0.0,0,N,1226:스피릿,5104885,130631000007,https://www.shilladfs.com/estore/kr/ko/p/5104885
"아르볼레다, 시라 2020 750ml ",에노테카,13.547,41.0,21.85,23.0,5.0,13,0,0.0,0,N,1221:와인/샴페인,5179706,126931000025,https://www.shilladfs.com/estore/kr/ko/p/5179706
"다나 에스테이트, 온다 카베르네 소비뇽 2019 750ml ",에노테카,233.325,45.0,382.5,425.0,10.0,96,0,0.0,0,N,1221:와인/샴페인,5179689,126931000011,https://www.shilladfs.com/estore/kr/ko/p/5179689
컴파스 박스 Spice Tree 700ml,컴파스 박스,43.301,50.0,81.7,86.0,5.0,27,0,0.0,0,N,1211:블렌디드 위스키,5229035,263731000004,https://www.shilladfs.com/estore/kr/ko/p/5229035
컴파스 박스 Orchard House 700ml,컴파스 박스,30.21,50.0,57.0,60.0,5.0,172,1,10.0,0,N,1211:블렌디드 위스키,5229033,263731000001,https://www.shilladfs.com/estore/kr/ko/p/5229033
쿠르부아지에 루즈 럭스 700ml,쿠르부아지에,35.625,53.0,71.25,75.0,5.0,61,2,10.0,0,N,1213:꼬냑,5223930,109731000025,https://www.shilladfs.com/estore/kr/ko/p/5223930
조야 우타주 5년 700ml,조야,70.22399999999999,37.0,106.4,112.0,5.0,14,0,0.0,6,Y,1221:와인/샴페인,5251909,112431000008,https://www.shilladfs.com/estore/kr/ko/p/5251909
켄터키아울 더 와이즈맨 스트라이트 버번 위스키 700ml,켄터키아울,31.95,55.0,31.95,71.0,55.0,9,0,0.0,6,Y,1211:블렌디드 위스키,5249134,258131000006,https://www.shilladfs.com/estore/kr/ko/p/5249134
켄터키아울 컨피스케이티드 버번 위스키 700ml,켄터키아울,85.956,45.0,148.2,156.0,5.0,197,0,0.0,0,N,1211:블렌디드 위스키,5248878,258131000003,https://www.shilladfs.com/estore/kr/ko/p/5248878
켄터키아울 더 와이즈맨 라이 버번 위스키 700ml,켄터키아울,39.12100000000001,45.0,67.45,71.0,5.0,19,0,0.0,6,Y,1211:블렌디드 위스키,5248877,258131000002,https://www.shilladfs.com/estore/kr/ko/p/5248877
켄터키아울 엘릿 보드카 1000ml,켄터키아울,28.35,55.0,28.35,63.0,55.0,9,0,0.0,6,Y,1226:스피릿,5249103,258131000001,https://www.shilladfs.com/estore/kr/ko/p/5249103
테일러스 세인트 앤드류 쉬라즈 750ml,테일러스,27.702,49.0,51.3,54.0,5.0,23,0,0.0,6,Y,1221:와인/샴페인,5249132,258931000004,https://www.shilladfs.com/estore/kr/ko/p/5249132
테일러스 세인트 앤드류 까베르네 소비뇽 750ml,테일러스,27.702,49.0,51.3,54.0,5.0,22,0,0.0,6,Y,1221:와인/샴페인,5249101,258931000005,https://www.shilladfs.com/estore/kr/ko/p/5249101
테일러스 더 파이오니어 쉬라즈 750ml,테일러스,69.768,49.0,129.2,136.0,5.0,12,0,0.0,0,N,1221:와인/샴페인,5248875,258931000006,https://www.shilladfs.com/estore/kr/ko/p/5248875
테일러스 더 비저너리 까베르네 소비뇽 750ml,테일러스,69.768,49.0,129.2,136.0,5.0,11,0,0.0,0,N,1221:와인/샴페인,5248874,258931000007,https://www.shilladfs.com/estore/kr/ko/p/5248874
켄터키아울 스톨리치나야 보드카 1000ml,켄터키아울,14.326,45.0,24.7,26.0,5.0,8,0,0.0,0,N,1226:스피릿,5248867,258131000004,https://www.shilladfs.com/estore/kr/ko/p/5248867
조야 로얄허니 700ml,조야,20.691,37.0,31.35,33.0,5.0,20,0,0.0,6,Y,1221:와인/샴페인,5248798,112431000007,https://www.shilladfs.com/estore/kr/ko/p/5248798
조야 엑스트라 시소 700ml,조야,15.047999999999998,37.0,22.8,24.0,5.0,3,0,0.0,6,Y,1221:와인/샴페인,5248797,112431000006,https://www.shilladfs.com/estore/kr/ko/p/5248797
밀크앤허니 APEX ex-알바 Batch 700ml,밀크앤허니,72.52,63.0,72.52,196.0,63.0,21,0,0.0,6,Y,1220:싱글몰트 위스키,5248996,266731000010,https://www.shilladfs.com/estore/kr/ko/p/5248996
밀크앤허니 APEX 사해 Batch 700ml,밀크앤허니,91.16000000000001,58.0,172.0,215.0,20.0,67,0,0.0,0,N,1220:싱글몰트 위스키,5248994,266731000007,https://www.shilladfs.com/estore/kr/ko/p/5248994
밀크앤허니 APEX 석류 Batch 700ml,밀크앤허니,111.321,40.0,176.7,186.0,5.0,40,0,0.0,6,Y,1220:싱글몰트 위스키,5248993,266731000006,https://www.shilladfs.com/estore/kr/ko/p/5248993
밀크앤허니 엘리먼츠 피티드 캐스크 700ml,밀크앤허니,37.8,64.0,37.8,105.0,64.0,20,0,0.0,6,Y,1220:싱글몰트 위스키,5248992,266731000003,https://www.shilladfs.com/estore/kr/ko/p/5248992
밀크앤허니 크리스마스에디션 트릿 700ml,밀크앤허니,49.98,58.0,49.98,119.0,58.0,12,0,0.0,6,Y,1220:싱글몰트 위스키,5248990,266731000005,https://www.shilladfs.com/estore/kr/ko/p/5248990
밀크앤허니 엘리먼츠 레드와인 캐스크 700ml,밀크앤허니,40.95,61.0,40.95,105.0,61.0,24,0,0.0,6,Y,1220:싱글몰트 위스키,5248989,266731000004,https://www.shilladfs.com/estore/kr/ko/p/5248989
밀크앤허니 클래식 싱글몰트 700ml,밀크앤허니,35.19200000000001,58.0,66.4,83.0,20.0,50,1,10.0,6,Y,1220:싱글몰트 위스키,5248987,266731000001,https://www.shilladfs.com/estore/kr/ko/p/5248987
딩글 싱글몰트위스키 배치6 700ml,딩글,46.23,60.0,69.0,115.0,40.0,23,0,0.0,0,N,1220:싱글몰트 위스키,5249079,266631000002,https://www.shilladfs.com/estore/kr/ko/p/5249079
아마하간 World Malt Editon Yamazakura 700ml,아마하간,51.516000000000005,51.0,95.4,106.0,10.0,37,0,0.0,0,N,1211:블렌디드 위스키,5232460,263231000002,https://www.shilladfs.com/estore/kr/ko/p/5232460
딘스톤 10년 700ml,딘스톤,27.09,57.0,27.09,63.0,57.0,37,0,0.0,6,Y,1220:싱글몰트 위스키,5228672,264431000002,https://www.shilladfs.com/estore/kr/ko/p/5228672
펄킨위스키 RARE INCHGOWER PX 700ml,펄킨 위스키,69.552,50.0,124.2,138.0,10.0,38,0,0.0,0,N,1220:싱글몰트 위스키,5228763,263131000004,https://www.shilladfs.com/estore/kr/ko/p/5228763
펄킨위스키 49 TULLIBARDINE OA 700ml,펄킨 위스키,69.552,50.0,124.2,138.0,10.0,33,0,0.0,6,Y,1220:싱글몰트 위스키,5228761,263131000003,https://www.shilladfs.com/estore/kr/ko/p/5228761
더글라스랭 OP BLAIR ATHOL 12년 700ml,더글라스랭,68.85,55.0,68.85,153.0,55.0,47,0,0.0,6,Y,1220:싱글몰트 위스키,5228866,265431000009,https://www.shilladfs.com/estore/kr/ko/p/5228866
더글라스랭 SCALLYWAG 10년 700ml,더글라스랭,36.0525,48.0,65.55,69.0,5.0,43,0,0.0,0,N,1220:싱글몰트 위스키,5228864,265431000003,https://www.shilladfs.com/estore/kr/ko/p/5228864
더글라스랭 BIG PEAT 12년 700ml,더글라스랭,38.665,48.0,70.3,74.0,5.0,46,0,0.0,6,Y,1220:싱글몰트 위스키,5228863,265431000001,https://www.shilladfs.com/estore/kr/ko/p/5228863
더글라스랭 OP LEDAIG 13년 700ml,더글라스랭,69.4925,48.0,126.35,133.0,5.0,25,0,0.0,0,N,1220:싱글몰트 위스키,5228862,265431000008,https://www.shilladfs.com/estore/kr/ko/p/5228862
더글라스랭 OP AUCHROISK 12년 700ml,더글라스랭,49.5,55.0,49.5,110.0,55.0,17,0,0.0,6,Y,1220:싱글몰트 위스키,5228861,265431000007,https://www.shilladfs.com/estore/kr/ko/p/5228861
더글라스랭 DOUGLAS OP GLEN GARIOCH 12년 700ml,더글라스랭,58.52000000000001,48.0,106.4,112.0,5.0,24,0,0.0,0,N,1220:싱글몰트 위스키,5228860,265431000006,https://www.shilladfs.com/estore/kr/ko/p/5228860
더글라스랭 OP GLENBURGIE 15년 700ml,더글라스랭,68.85,55.0,68.85,153.0,55.0,54,0,0.0,6,Y,1220:싱글몰트 위스키,5228859,265431000004,https://www.shilladfs.com/estore/kr/ko/p/5228859
글렌파클라스 35년 700ml,글렌파클라스,901.82,33.0,901.82,1346.0,33.0,55,0,0.0,6,Y,1220:싱글몰트 위스키,5226627,265931000006,https://www.shilladfs.com/estore/kr/ko/p/5226627
글렌파클라스 25년 700ml,글렌파클라스,226.8,40.0,226.8,378.0,40.0,440,0,0.0,6,Y,1220:싱글몰트 위스키,5226626,265931000005,https://www.shilladfs.com/estore/kr/ko/p/5226626
카미키 사쿠라 750ml,카미키,71.4,40.0,95.2,119.0,20.0,49,1,10.0,0,N,1211:블렌디드 위스키,5157329,254631000002,https://www.shilladfs.com/estore/kr/ko/p/5157329
카미키 오리지널 500ml,카미키,46.72,42.0,64.0,80.0,20.0,33,0,0.0,0,N,1211:블렌디드 위스키,5157330,254631000003,https://www.shilladfs.com/estore/kr/ko/p/5157330
쿠라 클래식 700ml,쿠라,65.0,48.0,100.0,125.0,20.0,10,0,0.0,6,Y,1211:블렌디드 위스키,5157346,254631000010,https://www.shilladfs.com/estore/kr/ko/p/5157346
쿠라 럼 캐스크 700ml,쿠라,75.6,44.0,108.0,135.0,20.0,16,0,0.0,6,Y,1211:블렌디드 위스키,5157347,254631000011,https://www.shilladfs.com/estore/kr/ko/p/5157347
쿠라 8년 아와모리 700ml,쿠라,105.04,48.0,105.04,202.0,48.0,9,0,0.0,6,Y,1211:블렌디드 위스키,5157334,254631000012,https://www.shilladfs.com/estore/kr/ko/p/5157334
